_id,id,text,label,,,,,,
ObjectId(5cda3af55e75395dc86f30b3),1.13E+18,This school year ended so abruptly.... it doesn’t even feel like we’re heading off into summer vacation.,0,,,,,,
ObjectId(5cda3af55e75395dc86f30b4),1.13E+18,"@SuprmomcatCathy I'm so sorry Cathie, Did you take Vacation Protection? If so be sure to file a claim. You can email the details to reviews@carnival.com",-1,,,,,,
ObjectId(5cda3af55e75395dc86f30b5),1.13E+18,i need a vacation with my mans ☹️😍,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30b6),1.13E+18,"🤣🤣 switch partner for vacation? After #markjae went to Jeju and now #JJP (?) 

Anw this photo was edited 😁😁😁 by owner not mine 

#2jae
#markjin https://t.co/sSr2seDQ6a",1,,,,,,
ObjectId(5cda3af55e75395dc86f30b7),1.13E+18,@vanesssaaaj @cacaheadliss Uhh idk I’ll just be getting back from vacation :(,1,,,,,,
ObjectId(5cda3af55e75395dc86f30b8),1.13E+18,@Daneuntamed @treyd3 We’re on vacation in Tennessee. What else is there to do?,1,,,,,,
ObjectId(5cda3af55e75395dc86f30b9),1.13E+18,"Our latest post on our adventures in Chiang Mai - this time it is with A Chef's Tour - a Chiang Mai Food Tour 
#amazingthailand #travel #totraveltoo #achefstour #markets #thaifood #explore #traveler #sponsored #food #foodporn #vacation
https://t.co/9tIIOkDpeG https://t.co/RuAxIMORgm",1,,,,,,
ObjectId(5cda3af55e75395dc86f30ba),1.13E+18,Day 1 of my vacation. Got my pops with me. #vacation #goodtimes https://t.co/bvKLq4zjGw,1,,,,,,
ObjectId(5cda3af55e75395dc86f30bb),1.13E+18,"School vacation in full swing and I see all the activity classes full but home compound grounds empty 

Do parents or society has any right to take away vacation from kids? 

Can such society be healthy society in future?",1,,,,,,
ObjectId(5cda3af55e75395dc86f30bc),1.13E+18,i have about a month of summer vacation left should i pester my parents into making me take guitar lessons,0,,,,,,
ObjectId(5cda3af55e75395dc86f30bd),1.13E+18,Travel #news: Do You Have News to Share? Get It Published. https://t.co/TRZSzmmjDU #travel #vacation #trips #cruise #cruises #holiday #hotels #resorts #flight #world #places #flights #outdoor,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30be),1.13E+18,Travel #news: Hospitality and Tourism Management - WJHL-TV News Channel 11 https://t.co/MQinPTGvNM #travel #vacation #trips #cruise #cruises #holiday #hotels #resorts #flight #world #places #flights #outdoor,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30bf),1.13E+18,"iced tea, sunsets, late night stargazing, south of France, tulips, lipgloss, headbands, Greek, family vacation 💗 https://t.co/EHXA1tkDi1",1,,,,,,
ObjectId(5cda3af55e75395dc86f30c0),1.13E+18,I’m tired of traveling 😩. Just got off vacation and I’m already looking for another,1,,,,,,
ObjectId(5cda3af55e75395dc86f30c1),1.13E+18,"@sunflowermoon14 @gailgirl58 @Inge_Mausi @Electrotek2 @ronquille_paul @t2gunner @Quin4Trump @BrendaR44430265 @Wahboom @ScottRickhoff @PPPTCE @Larryputt @side_show007 @Gngrbreadman2 @SergSeth @usvetram @mamoobonnie it did open the back yard a bunch 😁
been very busy, trimin trees at kids house too
and planing our vacation next year! https://t.co/YaWMRCoovi",0,,,,,,
ObjectId(5cda3af55e75395dc86f30c2),1.13E+18,It’s been at least 15 years since we’ve taken a proper family vacation with my entire family. I truly can’t think of anything more important before making my way to my new home in Colorado than spending a week with the people I love most. ❤️�?https://t.co/0RbrmPvWaF https://t.co/aq6dzfNeIU,0,,,,,,
ObjectId(5cda3af55e75395dc86f30c3),1.13E+18,#NAME?,1,,,,,,
ObjectId(5cda3af55e75395dc86f30c4),1.13E+18,"-Birmingham dental conference 
-Honeymoon shower 
-21st birthday 
-Beach vacation 
-&amp; my boss will be out of town the whole month of June.
I don’t need this but I NEED this ok.",0,,,,,,
ObjectId(5cda3af55e75395dc86f30c5),1.13E+18,"Are you feeling the summer coming?🍦💕
Kabira Bay is the most popular beach in Ishigaki Island.
There are also manta ray dive sites near by!
Imagine staying in Ishigaki for summer vacation...😎
Learn more: https://t.co/QikEiQKukC
#ishigaki #okinawa #kabira #scubadiving #japan https://t.co/f6l4AUwnNc",-1,,,,,,
ObjectId(5cda3af55e75395dc86f30c6),1.13E+18,"Being sick sucks. I hate being sick Dx especially since I don’t have our sick days at my job so unless I want to use a vacation day to be sick, I have to suffer and go in. My head is killing me and I think fever #2 has shown itself. Having a fever is REALLY DRAINING DX",-1,,,,,,
ObjectId(5cda3af55e75395dc86f30c7),1.13E+18,"So far the highlights of my vacation have been this, my sister’s cat and the nutritious GoT discourse on tumblr. I’m two days in so far, so good!",1,,,,,,
ObjectId(5cda3af55e75395dc86f30c8),1.13E+18,"I over slept on my tummy, so my butt is feeling a lil burnt #Hawaii #vacation #TMI",-1,,,,,,
ObjectId(5cda3af55e75395dc86f30c9),1.13E+18,What is your dream vacation destination? �?korea. https://t.co/3E7brA0uxM,0,,,,,,
ObjectId(5cda3af55e75395dc86f30ca),1.13E+18,Golden hour #goldenhour #beachvibes #beach #summervibes #vitaminsea🌊 #vitaminsea #zen #vacation #vacation🌴 #rockypointmexico #rockypoint @ Sonoran Sun Beachfront Condo https://t.co/DgI6BtAmJF,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30cb),1.13E+18,@RadioFreeTom Stop tweeting and enjoy your vacation. Even *your* inner curmudgeon needs a break! 😏,1,,,,,,
ObjectId(5cda3af55e75395dc86f30cc),1.13E+18,All I want is some peace and silence!!!! I got stress pains and I’m over exhausted... I need a vacation!!! Or even 1 full week worth of sleep,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30cd),1.13E+18,@wassmrs @RashidaTlaib What hatred? The only hatred has come from her side. You don’t hear these anti Semitic comments coming from republicans so you must be anti Semitic too. I have the perfect vacation spot for you. Make sure you hold your girlfriends hand and give her a big kiss. Gotta love shariah!,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30ce),1.13E+18,Here are 5 adventurous things you can do in #BC this summer on a houseboat vacation 🛥☀�?https://t.co/lu7N4a0jmX #sponsored,0,,,,,,
ObjectId(5cda3af55e75395dc86f30cf),1.13E+18,@TheJeepBetch Tell them its a vacation for you too and you're going to get drunk on the beach while they leave you in peace hahaha,1,,,,,,
ObjectId(5cda3af55e75395dc86f30d0),1.13E+18,Ashley Graham Leaves Little to the Imagination in Itty Bitty Bikini While in Mexico https://t.co/RC8XhMz2Hs,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30d1),1.13E+18,"How long is #vacation Bible School?
and is that really a vacation?

I bet in #America it is 1-2 weeks
butI'm pretty sure Europe probably 6 weeks to start. https://t.co/wOIUHtxKwn",0,,,,,,
ObjectId(5cda3af55e75395dc86f30d2),1.13E+18,Change by The Young Veins from Take A Vacation! #NewYearNewMusic,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30d3),1.13E+18,"Shilpa Shetty @theshilpashetty with our GM, John! Thanks for staying at #samujana

#celebrity #beauty #travel #luxurylife #luxurylifestyle #beautiful #picoftheday #paradise #vacation #holiday #luxuryvilla #kohsamui #thailand #thailandinsider #luxurytravel #wanderlust #india https://t.co/5YHavlOahB",-1,,,,,,
ObjectId(5cda3af55e75395dc86f30d4),1.13E+18,@AureliusValue @AlderLaneeggs @GuyGentile @CapitolistPig Does he vacation on Staten Island?,0,,,,,,
ObjectId(5cda3af55e75395dc86f30d5),1.13E+18,Still looking for your Outer Banks vacation home? Plan that next #OBX vacation https://t.co/YIgaZe0KxU https://t.co/5HBaBvoOnR,0,,,,,,
ObjectId(5cda3af55e75395dc86f30d6),1.13E+18,"""The islands of the Cyclades and the Dodecanese were recently promoted to the US tourism market as the world’s best vacation destinations.""

#GreekIslands #BestVacationDestinations #JoinTheTravelRevolution

https://t.co/nP42HMakWa~~",-1,,,,,,
ObjectId(5cda3af55e75395dc86f30d7),1.13E+18,"try as hard as I want, men always cutting my vacation days, HR meeting today but work to start tomorrow",1,,,,,,
ObjectId(5cda3af55e75395dc86f30d8),1.13E+18,HotaineNet Random: Retro comedy Baja offers a vacation for the mind  https://t.co/uSQVMZbGf0,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30d9),1.13E+18,"Hilton is the worlds leading hotel, find out why here

https://t.co/YfX1czkj6L

#travel #holiday #hotel #hoteliers #hoteleria #hotels https://t.co/tEruW6qYDb",-1,,,,,,
ObjectId(5cda3af55e75395dc86f30da),1.13E+18,150 days and 1 hour remaining until Vacation Day,1,,,,,,
ObjectId(5cda3af55e75395dc86f30db),1.13E+18,adult services tiny teen beach vacation all inclusive adults only young teen online young vs teen only 4 adults https://t.co/KHozKnrlgg,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30dc),1.13E+18,"Be bold, book that vacation and enjoy that sunset in a new country 💯
#traveldreams",0,,,,,,
ObjectId(5cda3af55e75395dc86f30dd),1.13E+18,"To celebrate the release of @PomsMovie on May 10, I've just entered this sweepstakes for the chance to win a #PomsWithMoms @PrincessCruises vacation for four in a mini-suite: https://t.co/J7UrS8LkgO",-1,,,,,,
ObjectId(5cda3af55e75395dc86f30de),1.13E+18,There’s no better feeling then booking a flight for vacation ✈️,0,,,,,,
ObjectId(5cda3af55e75395dc86f30df),1.13E+18,I’m craving a Vacation that includes a rain forest and scented candles 🕯🌴💞,0,,,,,,
ObjectId(5cda3af55e75395dc86f30e0),1.13E+18,Why do the days always go by fast when on vacation??? 😔,1,,,,,,
ObjectId(5cda3af55e75395dc86f30e1),1.13E+18,@_michellecp Nice and cool in Flagstaff! I think I want to take my kids on a vacation to Vegas and flagstaff this summer!,0,,,,,,
ObjectId(5cda3af55e75395dc86f30e2),1.13E+18,Haven’t gotten my nails or lashes done ☹️ bc i’m waiting until before my vacation,0,,,,,,
ObjectId(5cda3af55e75395dc86f30e3),1.13E+18,Ready to go on vacation 🗣🗣,0,,,,,,
ObjectId(5cda3af55e75395dc86f30e4),1.13E+18,Hate Packing For Vacation? These 52 Easy Travel Clothes Will Save You �?For $50 or Less https://t.co/EqgOVi5bwS https://t.co/wB25bsFLpR,-1,,,,,,
ObjectId(5cda3af55e75395dc86f30e5),1.13E+18,"don't quote me on this but i'm pretty sure you're supposed to feel relaxed when you're on vacation, not on the verge of a panic attack",1,,,,,,
ObjectId(5cda3af55e75395dc86f30e6),1.13E+18,"@OwenStge Well, see, shortly after we bought them, Baskin Robbins came out with their Hershey’s Kisses ice cream, then after March started we started making brownies and cakes. Then of course in April we had our #dnd vacation and our British friends brought in lots and lots of candy...",1,,,,,,
ObjectId(5cda3af55e75395dc86f30e7),1.13E+18,me after convincing myself to not be stressed so i don’t breakout before my vacation https://t.co/0mHhHUPBRs,0,,,,,,
ObjectId(5cda3af85e75395dc86f3147),1.13E+18,After this week I can officially say that I’ll be on summer vacation ✨🍾🥳🌝🌞⭐️🌔💥🏝🏖🌠�?0,,,,,,,
ObjectId(5cda3af85e75395dc86f3148),1.13E+18,I gotta get denver a bunch of mommy and me outfits for our vacation😊,0,,,,,,
ObjectId(5cda3af85e75395dc86f3149),1.13E+18,Can’t wait to go on vacation 😩,0,,,,,,
ObjectId(5cda3af85e75395dc86f314a),1.13E+18,@BrutusBumble @MovingAveragee @redxbt Taking a vacation to Choomah Island when $XRP moons.,0,,,,,,
ObjectId(5cda3af85e75395dc86f314b),1.13E+18,I need sumn else to think bout but @GMGjaiie keep popping up on my TL making me think about it. You supposed to be on vacation,1,,,,,,
ObjectId(5cda3af85e75395dc86f314c),1.13E+18,I need a vacation every month. https://t.co/wKADp1WXjQ,-1,,,,,,
ObjectId(5cda3af85e75395dc86f314d),1.13E+18,"mutuals!! i’m back, i was on vacation almost died like twice but i’m back. i need to be put back in the loop.",1,,,,,,
ObjectId(5cda3af85e75395dc86f314e),1.13E+18,@samatokibun I hope you have an absolutely AMAZING vacation sweetheart~!! 💖 You truly deserve to relax and have a lovely time with friends ^^,-1,,,,,,
ObjectId(5cda3af85e75395dc86f314f),1.13E+18,@bmichael GoT producers like let’s wrap this shit up and go on vacation,0,,,,,,
ObjectId(5cda3af85e75395dc86f3150),1.13E+18,Anybody else need a vacation or is it just me? lol,0,,,,,,
ObjectId(5cda3af85e75395dc86f3151),1.13E+18,Most of my vacation photos are just photos of food I stuff in my face.,1,,,,,,
ObjectId(5cda3af85e75395dc86f3152),1.13E+18,🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀�?trying to plan this mini vacation with my sisters and brother is sooooo aggravating lol,0,,,,,,
ObjectId(5cda3af85e75395dc86f3153),1.13E+18,@kirstiealley I don't know....lol had to go back to work after my vacation 😐😐🤔🤔,1,,,,,,
ObjectId(5cda3af85e75395dc86f3154),1.13E+18,I need sumn else to think about but jai the only one on my TL keep making me think bout it 😂 this hoe supposed to be on vacation,0,,,,,,
ObjectId(5cda3af85e75395dc86f3155),1.13E+18,"The vacation is still on goiiing. Im tipsy, wearing my first ever megamax (And soaking it too, of course) while relaxing in a poolside cradle. 

I lost a partner over FWA, but this is still the most amazing week of my life. Work is gonna suck to go back to~",1,,,,,,
ObjectId(5cda3af85e75395dc86f3156),1.13E+18,i just need a whole life vacation on the beach. i’m so tired of life lol,-1,,,,,,
ObjectId(5cda3af85e75395dc86f3157),1.13E+18,"@KilesAnn Book it! You’re skinny enough to do whatever you want. Have the vacation you want. Have fun. Make memories. The man you love loves you and your body right back. Plus, that body gave us that beautiful baby!",0,,,,,,
ObjectId(5cda3af85e75395dc86f3158),1.13E+18,Great 1st few hours of our vacation! https://t.co/YebPoNLmMu,1,,,,,,
ObjectId(5cda3af85e75395dc86f3159),1.13E+18,@AllisonxMarie @ktnsled10 Next Wednesday so i can get more vacation paid out 🤑,0,,,,,,
ObjectId(5cda3af85e75395dc86f315a),1.13E+18,"#unforgettableplace
historic vacation.... https://t.co/Zlu5tTEDgr",1,,,,,,
ObjectId(5cda3af85e75395dc86f315b),1.13E+18,To go broke buying new outfits for this vacation or to go to this vacation broke because of buying new outfit ? 🤔,0,,,,,,
ObjectId(5cda3af85e75395dc86f315c),1.13E+18,@HeerJeet I always thought a sex vacation book read by a man like that would be the 8th level of hell &amp; I guess I was right,-1,,,,,,
ObjectId(5cda3af85e75395dc86f315d),1.13E+18,@akreana_ I asked her if she knew him on a personal level she said no they’re only friends on Instagram. She told me that he is active on Instagram and that he is currently on vacation in another country according to his snaps. I realized that he blocked me on the gram too.,-1,,,,,,
ObjectId(5cda3af85e75395dc86f315e),1.13E+18,"“Oh, my gosh! Did you see that nurse shark?�?https://t.co/FOHayQ7Kht #Family #Adventure in #StCroix #USVirginIslands #FamilyTravel #Travel",1,,,,,,
ObjectId(5cda3af85e75395dc86f315f),1.13E+18,Should've went with my first mind and just sold drugs during the vacation to see if I can cancel my return flight. Just to see if the maneuvers movin,0,,,,,,
ObjectId(5cda3af85e75395dc86f3160),1.13E+18,A group of children enjoy an island vacation https://t.co/UoqE6ioLxt,1,,,,,,
ObjectId(5cda3af85e75395dc86f3161),1.13E+18,@AviatorsLV We could all use a Vegas vacation tbh,0,,,,,,
ObjectId(5cda3af85e75395dc86f3162),1.13E+18,You ever wash all your shit before going on vacation but then you don’t want to wear anything bc it get dirty again?,1,,,,,,
ObjectId(5cda3af85e75395dc86f3163),1.13E+18,"Trying to plan a mini vacation for sometime in June, kid friendly, I was thinking hocking Hills or even Tennessee 🤔 honestly terrible at this",0,,,,,,
ObjectId(5cda3af85e75395dc86f3164),1.13E+18,"Summer is fast approaching.
Who wants me to go to their house on my summer vacation? Haha",0,,,,,,
ObjectId(5cda3af85e75395dc86f3165),1.13E+18,Vacation Isle Beach Party Nintendo Wii NEW/Sealed https://t.co/G0YlsJzp2f via @eBay,-1,,,,,,
ObjectId(5cda3af85e75395dc86f3166),1.13E+18,"NOW is a great time to grab an amazing price on these fantastic cruise packages!

All packages include round-trip flights, transfers and cruise!

Contact us today to put a deposit down on your next #cruise vacation!

#InspiringWorldVoyages #bookcruise #cruising #caribbeancruise https://t.co/FioTvdf5ng",-1,,,,,,
ObjectId(5cda3af85e75395dc86f3167),1.13E+18,@Dblackraven1 When will you be back? And how's your vacation going?,1,,,,,,
ObjectId(5cda3af85e75395dc86f3168),1.13E+18,"Vacation rule: always call out an extra day, for recovery 😩😴",1,,,,,,
ObjectId(5cda3af85e75395dc86f3169),1.13E+18,This vacation is awesome but I miss my little family 😭,1,,,,,,
ObjectId(5cda3af85e75395dc86f316a),1.13E+18,Tatianna threw herself on top of a movie car so that Alice could get a free vacation in Hawaii #FriendshipGoals,0,,,,,,
ObjectId(5cda3af85e75395dc86f316b),1.13E+18,"if you go to havana, you’re going for an adventure...not for a vacation.",0,,,,,,
ObjectId(5cda3af85e75395dc86f316c),1.13E+18,@Ambulartastic I used to go to therapy and I DEFINITELY NEED A VACATION!,0,,,,,,
ObjectId(5cda3af85e75395dc86f316d),1.13E+18,Holding back my summer vacation 💙 @ Philippines https://t.co/zMU3KBLvn7,0,,,,,,
ObjectId(5cda3af85e75395dc86f316e),1.13E+18,"Panther Pete is really needing a vacation after this week! He worked four jobs and learned about the medical, telecom, and the hospitality industries. Great job girls! 🐾 https://t.co/rIfWBtqjS9",0,,,,,,
ObjectId(5cda3af85e75395dc86f316f),1.13E+18,"""I am not a hotel room, I am home. I am not the whiskey you want, I am the water you need. don't come here with expectations and try to make a vacation out of me""",0,,,,,,
ObjectId(5cda3af85e75395dc86f3170),1.13E+18,"Just some random ghoul nailed to the wall. Poor ghoul. #vacation #travel #japan #ghoul @ Minato-ku, Tokyo, Japan https://t.co/lH9aFO55jm",1,,,,,,
ObjectId(5cda3af85e75395dc86f3171),1.13E+18,"Real question is, how do I tell them I need vacation time again?",-1,,,,,,
ObjectId(5cda3af85e75395dc86f3172),1.13E+18,"@Athletics ✈️⚾️😉 Appears his Vegas ""vacation"" did him well.",1,,,,,,
ObjectId(5cda3af85e75395dc86f3173),1.13E+18,"**Limited Time Offer ** Take advantage of the most Life Changing vacation experiences for just $149
#relax #hotel #disneyside  👉🏾👉🏾https://t.co/nRD4KyZwec https://t.co/MayaI9kOxR",-1,,,,,,
ObjectId(5cda3af85e75395dc86f3174),1.13E+18,hot tv channel free live adults tv channels streaming adult vacation destinations hardxore about to lose my virginity how will you lose your virginity https://t.co/syeOMNxeMU,-1,,,,,,
ObjectId(5cda3af85e75395dc86f3175),1.13E+18,I don’t want this vacation to end https://t.co/lWGoqzPdKF,1,,,,,,
ObjectId(5cda3af85e75395dc86f3176),1.13E+18,Forever in vacation mode 🌞🏖 https://t.co/0WlFJQKyAm,1,,,,,,
ObjectId(5cda3af85e75395dc86f3177),1.13E+18,How does one go back to work after a week long vacation?,1,,,,,,
ObjectId(5cda3af85e75395dc86f3178),1.13E+18,@Greenmarketguy Rent a house on the  Idaho/Montana side of West Yellowstone. Drive into park daily. My favorite vacation ever.,1,,,,,,
ObjectId(5cda3af85e75395dc86f3179),1.13E+18,@Damndelusional Let's all go to work today and demand a long vacation xD,-1,,,,,,
ObjectId(5cda3af85e75395dc86f317a),1.13E+18,It is really awful! I need a fucking day off but can’t afford one! My levels are STRESSED right now! I have only felt good 1 day in two weeks! Somebody throw me a diazepam and a vacation! From my life!!!!! https://t.co/3vA4HWJbtA,-1,,,,,,
ObjectId(5cda3af85e75395dc86f317b),1.13E+18,@MrTomRad me too! and I hate that even during the first weeks of Summer vacation I am still waking up before 6am!,1,,,,,,
ObjectId(5cda3af85e75395dc86f317c),1.13E+18,"First day back from vacation, a colleague suprised me with BTS goods!🙀 In Chicago for a conference, he passed the PopUp store. He's heard alot about BTS--from me/TV and was curious. I was sad I missed Chicago concert, but glad I shared my 💜 of @BTS_twt and got suprise stuff! https://t.co/mBHQtQ8IQE",1,,,,,,
ObjectId(5cda3af85e75395dc86f317d),1.13E+18,It’s been 6 days. I’m ready for another vacation.,1,,,,,,
ObjectId(5cda3af85e75395dc86f317e),1.13E+18,Ready to go on vacation again mercy 😢,1,,,,,,
ObjectId(5cda3af85e75395dc86f317f),1.13E+18,@CaesarSuFle Let’s go on vacation soon,0,,,,,,
ObjectId(5cda3af85e75395dc86f3180),1.13E+18,I need a longg vacation,-1,,,,,,
ObjectId(5cda3af85e75395dc86f3181),1.13E+18,I need to plan when I’m taking my next vacation,1,,,,,,
ObjectId(5cda3af85e75395dc86f3182),1.13E+18,So ready for a vacation,0,,,,,,
ObjectId(5cda3af85e75395dc86f3183),1.13E+18,I need to plan a vacation but realllllly I just wanna go see my cousins in OH,-1,,,,,,
ObjectId(5cda3af85e75395dc86f3184),1.13E+18,"Since stepping into my new role in December, I haven't taken more than a handful of days off at a time.

That changes now. 12 days of vacation start in 5 minutes 😎",0,,,,,,
ObjectId(5cda3af85e75395dc86f3185),1.13E+18,@bramleythemanly @dbongino @oldandfleeting Just a little Vacation on Lolita island 🌴,1,,,,,,
ObjectId(5cda3af85e75395dc86f3186),1.13E+18,I then finished this semester great 🥳 now I’m definitely ready for this vacation 🥵,0,,,,,,
ObjectId(5cda3af85e75395dc86f3187),1.13E+18,speed dating best adults only all inclusive caribbean resorts 2016 new adult swim show all inclusive adults vacation resorts all inclusive resorts with no kids hardcore 2015 https://t.co/JU8Hdmvp3A,-1,,,,,,
ObjectId(5cda3af85e75395dc86f3188),1.13E+18,I’m on a two day vacation hangover 😩,1,,,,,,
ObjectId(5cda3af85e75395dc86f3189),1.13E+18,"when dom toretto (or just toretto if you're wiger) says he has nothing but time at the end of tokyo drift, it makes no sense cause he was looking to learn about han's killer not be on vacation",-1,,,,,,
ObjectId(5cda3af85e75395dc86f318a),1.13E+18,"Now they always say congratulations, work so hard forgot how to vacation.... 

😩 I’m ready for Miami since I had to cancel my Cancun trip",0,,,,,,
ObjectId(5cda3af85e75395dc86f318b),1.13E+18,The nerve of people to be posting on vacation and they owe you money.,-1,,,,,,
ObjectId(5cda3af85e75395dc86f318c),1.13E+18,"admin R is back from vacation, we'll start preparing again for our lovely NCTzens 💖",1,,,,,,
ObjectId(5cda3af85e75395dc86f318d),1.13E+18,Travel #news: Want to See Amsterdam? How About Groningen Instead? - The New York Times https://t.co/tsgvP34qIv #travel #vacation #trips #cruise #cruises #holiday #hotels #resorts #flight #world #places #flights #outdoor,-1,,,,,,
ObjectId(5cda3af85e75395dc86f318e),1.13E+18,"2 weeks ago I bought cookies from the Walmart bakery, just for the heck of it. I went back last week and bought a 50 pack, and would’ve bought another one tonight if I wasn’t going on vacation Thursday. They are absolutely amazing.",-1,,,,,,
ObjectId(5cda3af85e75395dc86f318f),1.13E+18,I spent the last 30 mins making a list of vacation spots 😩,0,,,,,,
ObjectId(5cda3af85e75395dc86f3190),1.13E+18,sorry I haven’t been on I’m on vacation until monday and I’m super busy,1,,,,,,
ObjectId(5cda3af85e75395dc86f3191),1.13E+18,Anybody ever go on a solo vacation?,0,,,,,,
ObjectId(5cda3af85e75395dc86f3192),1.13E+18,Can time fast forward to 7 tomorrow so i can go on vacation lol,0,,,,,,
ObjectId(5cda3af85e75395dc86f3193),1.13E+18,@Magic20099 Definitely enjoying my vacation from work and home,1,,,,,,
ObjectId(5cda3af85e75395dc86f3194),1.13E+18,"Cause I need a mf vacation 😭 Relaxing by the beach, laying out in the sun. Chillen ☹️",-1,,,,,,
ObjectId(5cda3af85e75395dc86f3195),1.13E+18,"10 shifts in 9 days, super excited for this much needed vacation 😁😁",0,,,,,,
ObjectId(5cda3af85e75395dc86f3196),1.13E+18,@QuarterTonTiger Hawaii so you can eat all the food and enjoy one hell of a vacation!,0,,,,,,
ObjectId(5cda3af85e75395dc86f3197),1.13E+18,@lifeofzohra This is a vacation,1,,,,,,
ObjectId(5cda3af85e75395dc86f3198),1.13E+18,"Sadly, I won't be able to stream for a while. I'll try and find time if possible, but I'll be helping out my buddy by house and dog-sitting for them while they're away on vacation until next Monday. I'm looking forward to being able to get back in the swing of things next week!",0,,,,,,
ObjectId(5cda3af85e75395dc86f3199),1.13E+18,@hannahveedot1 Proud of you HHV!,-1,,,,,,
ObjectId(5cda3af85e75395dc86f319a),1.13E+18,Alright let me start Lucifer while on vacation 😎😎😎,1,,,,,,
ObjectId(5cda3af85e75395dc86f319b),1.13E+18,I need a vacation,-1,,,,,,
ObjectId(5cda3af85e75395dc86f319c),1.13E+18,@sssssssssierra BEcause a bitch needs a vacation 😭😭😭,-1,,,,,,
ObjectId(5cda3af85e75395dc86f319d),1.13E+18,"@AirCanadaVac question... after booking a vacation, do I have to pay for seat selection?",0,,,,,,
ObjectId(5cda3af85e75395dc86f319e),1.13E+18,"There's 104 days of summer vacation
And school comes along just to end it
So the annual problem for our generation
Is finding a good way to spend it",0,,,,,,
ObjectId(5cda3af85e75395dc86f319f),1.13E+18,"When a parent emails to make sure their student receives full credit for a project they turned in 2 weeks late. 
I need summer vacation. 
I'm not even going to argue.",-1,,,,,,
ObjectId(5cda3af85e75395dc86f31a0),1.13E+18,Cheapest Vacation Packages To The Most Popular Destinations todays deals end at midnight https://t.co/XPxbEJHDAW,-1,,,,,,
ObjectId(5cda3af85e75395dc86f31a1),1.13E+18,finals are approaching but that means so is summer vacation lads we almost there https://t.co/LKmd5Djnl6,0,,,,,,
ObjectId(5cda3afa5e75395dc86f3200),1.13E+18,@Duchessofbama So sad I was just there on vacation 😭praying for them,1,,,,,,
ObjectId(5cda3afa5e75395dc86f3201),1.13E+18,Cheapest Vacation Packages To The Most Popular Destinations todays deals end at midnight https://t.co/M3PGHIxcHc,-1,,,,,,
ObjectId(5cda3afa5e75395dc86f3202),1.13E+18,Houston Water Wall un lugar de mis preferidos #houston #vacation #relax en Gerald D. Hines Waterwall Park https://t.co/tlOHI7vKqP,-1,,,,,,
ObjectId(5cda3afa5e75395dc86f3203),1.13E+18,My appetite is currently on a wild ass vacation #soohungry!!,-1,,,,,,
ObjectId(5cda3afa5e75395dc86f3204),1.13E+18,"@ofctimallen (From the new Vacation movie)

""So what's with the bear?""

""It's for the kids.""

""Oh, so you have kids?""

""..... No""",-1,,,,,,
ObjectId(5cda3afa5e75395dc86f3205),1.13E+18,Hahaha ive def killed a plant or 2 for my mom while she's been on vacation. It'll all be OK. https://t.co/jBOgpsh03r,1,,,,,,
ObjectId(5cda3afa5e75395dc86f3206),1.13E+18,@tsukeiji AAA i’m here as a student so i’m studying even tho it’s summer vacation so idk if you can say im lucy &gt;.&lt; i love the school sm though,0,,,,,,
ObjectId(5cda3afa5e75395dc86f3207),1.13E+18,I need to take a vacation soon.. Like it’s mandatory at this point.,-1,,,,,,
ObjectId(5cda3afa5e75395dc86f3208),1.13E+18,Seeking Recommendation - Best Cultural Vacation for Kids - https://t.co/6RiNJjhvjj,-1,,,,,,
ObjectId(5cda3afa5e75395dc86f3209),1.13E+18,My fiancé[M29] and I[F26] have never been on vacation but have $2000 to spend and 1 week off work for our honeymoon where do we go? - https://t.co/BnvmKGqrdW,0,,,,,,
ObjectId(5cda3afa5e75395dc86f320a),1.13E+18,"On a scale of 1 to wtf, how weird would it be to bring my laptop table on vacation? 

(Dave is going to a conference and I just want to do some writing and look at mountains and probably eat too much.)",0,,,,,,
ObjectId(5cda3afa5e75395dc86f320b),1.13E+18,I need a vacation,-1,,,,,,
ObjectId(5cda3afa5e75395dc86f320c),1.13E+18,okay so I want to go on vacation from june10-20 who wants to go,0,,,,,,
ObjectId(5cda3afa5e75395dc86f320d),1.13E+18,Enter @DiviResorts' 6-Night Caribbean Family Vacation #giveaway for a chance to win a magical stay to Divi Little Bay! #diviresorts #discoverdivi https://t.co/EMAxz2qlZG Win a Trip to St. Maarten,-1,,,,,,
ObjectId(5cda3afa5e75395dc86f320e),1.13E+18,Back from vacation and #streaming tonight in 5 min! First #affiliate stream on @Twitch we will be playing more of #Division2 come hang out with us! The Ricktator welcomes all. #SupportAllStreamers @SupStreamers https://t.co/rqnYBEqwZQ,-1,,,,,,
