_id,id,text,label
ObjectId(5d132b875e753936bc4743bf),765615292126994432,Red camping weekend ticket at hyland park for sale #vfest #VFestival #vfest2016 #festival #camping #red @HotUKFestivals @webuyanytickets,0
ObjectId(5d132b895e753936bc4743c1),766652308717527040,I WISH I WAS AT V 😭 @vfestival,0
ObjectId(5d132b905e753936bc4743c4),765220334123483136,If the weather is this good at @vfestival this wkd I will be buzzin. 😎😎,1
ObjectId(5d132b9e5e753936bc4743c8),765631193647833088,#VFestival #weekendticketsforsale #hydepark https://t.co/d8hpAfbPCD,0
ObjectId(5d132ba15e753936bc4743c9),765641840993398784,Hi @Travis we're #WritingtoReachYou about traffic management in Chelmsford for #VFestival. Please spread the word https://t.co/rnAlr6Xo0c,0
ObjectId(5d132bac5e753936bc4743cc),764865178475331584,4 more days in work then @vfestival Can not wait 😎😎,1
ObjectId(5d132baf5e753936bc4743ce),765600191928033280,Wristbands have arrived ✅                                  Decided what to wear ✅ 4 days to go 😱🎶🎉 #VFestival #V21st #VFestival2016,1
ObjectId(5d132bba5e753936bc4743d1),764912105363542016,Have #VFestival camping tickets at Chelmsford for sale. Daughter poorly in hospital so can't make it. Anyone interested?,0
ObjectId(5d132bbc5e753936bc4743d3),758261499836104708,Literally can't contain my excitement for @vfestival!!! Can't believe it's less than a month 👯🎉,1
ObjectId(5d132bbf5e753936bc4743d5),766625632096845824,someone who's already at #VFestival Weston park can u tweet ur lanyard so I can see the timings 😂,0
ObjectId(5d132bc15e753936bc4743d7),765234106355572736,Anyone still not got their fucking tickets for @vfestival,0
ObjectId(5d132bc65e753936bc4743d9),765187537409310720,En route home from an amazing weekend at @boardmasters just gutted didn't get to see @CraigDavid 😭 hopefully at @vfestival though! 💙,0
ObjectId(5d132bcf5e753936bc4743db),765519403849019392,Does anyone know if you Can take a gas stove to V  #VFestival  #RedCamp #Exciting!!!!,1
ObjectId(5d132bd25e753936bc4743dc),765245018869235712,sad I'm not going to Vfest this year,0
ObjectId(5d132bd75e753936bc4743de),766564424979091456,Why does it have to rain in time for VFest??,0
ObjectId(5d132bd95e753936bc4743df),766562186655178752,Getting excited for #VFestival noooow https://t.co/TftZoprhJ7,1
ObjectId(5d132bdb5e753936bc4743e1),765600243102646272,@vfestival tickets finally arrived 🙏🏻 leggoooo,1
ObjectId(5d132be05e753936bc4743e4),766652244376883202,"#VFestival shuttle buses still running
https://t.co/dx30zFev9Q",0
ObjectId(5d132be45e753936bc4743e6),766575850036797440,Hey #vfest #campers we bet you wish you had one of these tents. #RenewableEnergy #solarpower #glamping https://t.co/M4Gh1m1V9G,0
ObjectId(5d132bea5e753936bc4743e9),765646997453959168,Absolutely buzzing for @vfestival !!,1
ObjectId(5d132bec5e753936bc4743eb),756198186335690756,Sooooo VFEST have upgraded our tickets to VIP for my 21st YAAAAAASSSSS 🍾🎁🎉👭👭2️⃣1️⃣💕🍻  @vfestival #vfest #21 #birthday #partyyyy,1
ObjectId(5d132bf35e753936bc4743ee),764958349456707584,Anyone selling 2 Vfestival daytime tickets on Saturday at Weston park!? #VFestival  #WestonPark #vfest,0
ObjectId(5d132bf55e753936bc4743ef),766644259197857792,"I still have a ticket for V festival this Sunday £70 

#vfestival https://t.co/WYucNeAqvj",0
ObjectId(5d132bf85e753936bc4743f0),765280603621163008,"Look at this on eBay  https://t.co/Br9hcfBh6p

Packing for @vfestival ? Still time to sneak your booze in!",0
ObjectId(5d132bfb5e753936bc4743f2),766595984881225728,Going to @vfestival this weekend? Get prepared by tuning into @phoenixfm from 6pm for a V Themed Show &amp; If you're not going? Tune in anyway!,0
ObjectId(5d132c015e753936bc4743f5),765187534712410112,So excited to get better and go to @vfestival this weekend💃🏻🍹🎪,1
ObjectId(5d132c035e753936bc4743f6),766593400195940352,"#Repost @graceyhart4
・・・
The gorgeous @chantellehagan8 #vfest ready 🎪 💖 
@_glitter_eyes… https://t.co/ObSXIqjR59",0
ObjectId(5d132c085e753936bc4743fa),764912402374729729,Who's ready to dance like this at @vfestival https://t.co/l5zAZuAgGK #packinglist #vfest #VFestival2016 #dance https://t.co/PWBKxQJO58,0
ObjectId(5d132c0a5e753936bc4743fb),765125430525431808,4 DAYS AND STILL UNSURE OF WHAT I WANT TO WEAR🙂😭 #VFestival,1
ObjectId(5d132c115e753936bc4743fe),764965630936248320,Rihanna's videos on Instagram just get me soooooo excited omg 😻 #VFestival,1
ObjectId(5d132c155e753936bc4743ff),766642064398360576,at @vfestival waiting for you @joejonas @justinbieber 😏😏😏,1
ObjectId(5d132c1b5e753936bc474401),765686226082996225,Nahh why is @vfestival being broadcasted😭kinda defeats the point of buyin £200 tickets when you can watch it at home?Still gonna be lit tho🔥,0
ObjectId(5d132c1d5e753936bc474402),766628023651172352,Why have some people put a tent right by our door like excuse me we'd like to exit our tent without falling on yours! #VFestival,1
ObjectId(5d132c1f5e753936bc474403),765552799639801856,@vfestival are we meant to have wristbands and tickets or just tickets because some people have both and we only have tickets!!!,1
ObjectId(5d132c225e753936bc474404),764944601996206080,Cannot wait for Friday 🎪👭🎉💜 @vfestival,1
ObjectId(5d132c235e753936bc474405),766574196436701184,"Also, make sure you add our snapchat ready for #VFestival this weekend! 

👻 - UK_biebernews",0
ObjectId(5d132c275e753936bc474408),766598173104103424,"She is ready for a wet #VFestival #V21st
with a Teenage Cancer Trust #rain #poncho
#FriYAY #charities #marketing... https://t.co/WcDeca7Pvo",0
ObjectId(5d132c2f5e753936bc474409),766558087658414080,The arrivals at @vfestival this morning!! #V21st #Vfestival @Weston_Park @ShropshireStar https://t.co/ZxcBtUAifZ,1
ObjectId(5d132c385e753936bc47440d),765294423269859328,Cannot contain my excitement for V FEST 😍✌🏻️ #VFestival,1
ObjectId(5d132c3d5e753936bc47440f),766628919961350144,Wish i was going to #vfest2016,0
ObjectId(5d132c645e753936bc47441d),760498692038295552,"V Fest, you ready? I'm coming for ya! https://t.co/DH4UKbZncm",1
ObjectId(5d132c685e753936bc47441f),766595913397760000,Anyone selling 2 Saturday v tickets? #VFestival #belieber,0
ObjectId(5d132c6d5e753936bc474422),766641879442198528,"Not going to #VFest?  #readingfestival instead? Check out our  'proper' review and PL

HERE: https://t.co/CK2LEf1XaS https://t.co/JiRaXqhGwD",0
ObjectId(5d132c715e753936bc474424),766561253149900801,The day has finally arrived for the trip to @vfestival so excited @nye_bowen @ceribowen16,1
ObjectId(5d132c735e753936bc474425),765672596948090881,One red camping ticket for v festival hylands park for sale !! #VFestival #vfesttickets #vfest2016,0
ObjectId(5d132c765e753936bc474427),765257831742316544,Can't explain how excited I am to be reunited with JB on Sunday 😁❤️ #vfestival,1
ObjectId(5d132c7c5e753936bc474428),766639065043181568,Super long weekend for #Vfest!!💃🏾🍻 #buzzing @emBISSEX @KateHitchens &amp; Mems lol 🎪🎭👯🍾,1
ObjectId(5d132c7e5e753936bc47442a),764916227559067648,I'm so excited for my Sunday @vfestival outfit! I tried it on today and it looks so cool... If I do say so myself! 😂,1
ObjectId(5d132c825e753936bc47442b),766659791838121985,Have you made all your last minute preparations for #VFestival? #V21st &gt;&gt; https://t.co/8zh61DPoEX https://t.co/om8HRmow7S,0
ObjectId(5d132c835e753936bc47442c),766633991524978688,Heading to @vfestival this weekend? Amazing #lineup #excited 🙌 https://t.co/k8eFXeRRRI,0
ObjectId(5d132c855e753936bc47442d),765584876410171393,can't wait for Vfest!!!!,1
ObjectId(5d132c875e753936bc47442f),766619045252698112,Please note that as part of our plan to keep traffic moving for #vfestival &amp; ensure road users safety we have clsd the #M6 n/b exit at J12.,0
ObjectId(5d132c895e753936bc474430),765173211273256961,Cant wait for @vfestival this weekend! @Sia #favouriteartist #VFestival,1
ObjectId(5d132c8b5e753936bc474432),765161232139751424,So excited for @DNCE on Friday &amp; @vfestival on Saturday!! 🎤✨🍰🌊,1
ObjectId(5d132c925e753936bc474434),765137287898394624,*LAST MINUTE TICKETS* #VFEST Weston Park Sunday tickets still available at FACE VALUE £89! Book online or call 01379741106 to book now!,0
ObjectId(5d132c945e753936bc474435),766573764989550592,@vfestival hello! I'm coming to see you at Chelmsford this weekend but not camping. Does the site get muddy? Never been!,1
ObjectId(5d132c955e753936bc474437),765678195341492224,Packing already ✌️ #vfestival #vfest #3sleeps https://t.co/cOazp2xbsy,1
ObjectId(5d132c985e753936bc474439),765647622237552640,I am either gonna cry or pass out on Sunday @justinbieber @vfestival,1
ObjectId(5d132c9a5e753936bc47443a),765550525647556608,can't wait for this weekend #VFestival,1
ObjectId(5d132c9b5e753936bc47443b),765571297355202560,Selling v fest ticket for Saturday dm #VFestival,0
ObjectId(5d132c9d5e753936bc47443c),764844091339309056,@JohnNewmanMusic I'm coming to VFest. Sun 21st. What time will you be on Stage John? I am so excited. Only coming to see and hear you. x,1
ObjectId(5d132c9f5e753936bc47443d),764932198260768768,Thanks @TicketmasterIre but I know :D @vfestival 💕✈️🍻🎉,0
ObjectId(5d132ca15e753936bc47443e),766647813497204736,Can't wait for #VFestival  #JustinBieber  💖,1
ObjectId(5d132ca65e753936bc47443f),765659882179727366,2 x V fest tickets for sale. Message for details @vfestival,0
ObjectId(5d132cac5e753936bc474440),765571327101108225,Can't wait for #VFestival ! Just hope it doesn't rain badly😐,1
ObjectId(5d132cae5e753936bc474441),766556779052277760,@vfestival can not wait for this weekend. Huge lineups each day. Do you have specific times yet as like to plan who to see &amp; don't miss out!,1
ObjectId(5d132cb45e753936bc474443),765319142631174144,I am wayyyy too excited to see Justin bieber on sunday😝@vfestival,1
ObjectId(5d132cb85e753936bc474445),765277821195456512,Make sure you're prepared for @vfestival &amp; purchase your BizBrush! All your #festival needs in one compact unit! https://t.co/RlOCW1NUvc,0
ObjectId(5d132cbc5e753936bc474448),765561577139503104,Anddddd our #VFestival savings tin has a total of £64.02  in! Wooo! 💰🎉💷 Buzzing to spend it on Friday 🍻🍹🍾 @vfestival https://t.co/7MtEmb1xwh,1
ObjectId(5d132cc05e753936bc47444b),765604055553044480,2x VIP V Fest tickets for sale this Saturday 20th August. Bought for £175 and selling for £130 #VFestival #VFest #VFestTickets,0
ObjectId(5d132cc55e753936bc47444e),765266078482259968,"Sleeping bag £5 absolute barging, now get me to @vfestival",0
ObjectId(5d132cc75e753936bc47444f),765132109073768448,No Vfest wristbands in the post today???  @vfestival @TicketmasterUK @RoyalMail,1
ObjectId(5d132ccd5e753936bc474452),765480886489997312,It's @vfestival in #Chelmsford this wknd. Look out for our #FestivalPrepared tips to help you stay safe. https://t.co/bXjiLFbcGr,0
ObjectId(5d132cd35e753936bc474456),765275747426721792,My mum and her mate have only now decided they're not going v fest 😂 two weekend tickets for sale #VFestival #tickets #chelmsford,0
ObjectId(5d132cd55e753936bc474458),765447071109378048,Mum legit nearly had a heart attack when I told her she was gonna see @LittleMix at @vfestival ❤️,0
ObjectId(5d132cda5e753936bc47445a),766644226369216512,I am so jealous of whoever is going @vfestival,0
ObjectId(5d132cdd5e753936bc47445c),766593976291975168,I am sooooo buzzing for #VFestival this weekend with maaaa girl 💃🏽💃🏽,1
ObjectId(5d132ce75e753936bc47445d),766573449234018304,Wishing I was at #VFestival 😔,0
ObjectId(5d132ce95e753936bc47445e),760547479225978880,"I’m playing @VFestival’s #V21st birthday party in 3 weeks!
Last tickets at: https://t.co/C7QKoDBbQS https://t.co/WzO9D0PgiR",0
ObjectId(5d132cea5e753936bc47445f),765647949388972033,V Fest cannot not come quick enough🎉 roll on the weekend🎉🎉 @vfestival,1
ObjectId(5d132cec5e753936bc474460),765590512216801280,"My excitement to be seeing JB, Craig D and RiRi at the weekend is unreal. #VFestival",1
ObjectId(5d132cee5e753936bc474462),764849836277530624,"only 4 days till vfest now, actually buzzing 🎉🎪",1
ObjectId(5d132cf05e753936bc474464),766589904264564736,"1 V Festival Weston Park NON-CAMPING ticket for sale, BEST OFFER #VFestival #vfest #vfestivaltickets #WestonPark",0
ObjectId(5d132cf45e753936bc474466),764973261868466177,Selling 2 VIP V Festival weekend tickets!! Need to do a quick sale. Price is negotiable. Message me for details 👍🏻 #vfest,0
ObjectId(5d132cf55e753936bc474468),766576309485133824,It's a damp one at Weston Park today - but thousands have already arrived for #VFestival https://t.co/crUW7WC2JH https://t.co/FDtpBc5fDI,0
ObjectId(5d132cfd5e753936bc47446b),766627377896124416,Wellies ready 4 @vfestival 🎉🎉🍻🍻🍻🎈🎈 https://t.co/JCzLVEJv9S,1
ObjectId(5d132d005e753936bc47446d),763709501375741952,when your at work and mum messages that your @vfestival tickets arrived🎉 bring on next week💥,1
ObjectId(5d132d035e753936bc474470),766650350149525504,So buzzed for @vfestival tomorrow with @zoefowler_ 👯,1
ObjectId(5d132d0b5e753936bc474474),766577294102134785,"Paid £5 for someone to put our tent up, best £5 I've ever spent @vfestival",0
ObjectId(5d132d0d5e753936bc474476),765624919464022016,Too excited for @vfestival this weekend😆😝,1
ObjectId(5d132d125e753936bc474478),765652665762283520,Is anyone selling any Saturday tickets for #VFestival 😶,0
ObjectId(5d132d1f5e753936bc47447f),765632104914886656,So excited to see @TinieTempah on Saturday #VFestival 👯,1
ObjectId(5d132d265e753936bc474481),766608183238492161,Slightly gutted I'm not drinking cider in my tent already. Bring on tomorrow #VFestival,1
ObjectId(5d132d295e753936bc474482),765121001520762880,Literally gonna miss Vfestival because I haven't got my tickets @TicketmasterCS,0
ObjectId(5d132d2b5e753936bc474483),766579841902804996,Love being stuck in traffic on route to @vfestival #pain,1
ObjectId(5d132d315e753936bc474486),766636386980073472,One sleep till VIP @vfestival with @MumsMissions I can't fucking wait🎪 hope @daveberry_tweet will be there with the @CapitalLondon crew,1
ObjectId(5d132d345e753936bc474488),765564297393082368,Can't wait to go to V festival for the second year in a row @amelia_hilton @vfestival 🌈👫🎉🍻,1
ObjectId(5d132d365e753936bc474489),765215199427198976,Cannot wait to get wonky this weekend at Vfest 👀😈,1
ObjectId(5d132d395e753936bc47448b),766578630084427776,Gutted me &amp; @jessdeegs are missing out on @vfestival 💔💔 have a class time lads @Kingy226 @CrouchyBoy23 @ChazBentley1 @_FrazerH22 @MCayms,0
ObjectId(5d132d3f5e753936bc47448d),765294640626999296,Lashes all ready for VFest ✌🏻️These babies should come with a warning as sooooo addictive 󾌳 https://t.co/R0dIJFTXjm,0
ObjectId(5d132d425e753936bc47448f),765436515518386176,"One weekend ticket for #VFestival2016 Chelmsford, red camping for sale, £180 ONO #vfest #vfestivaltickets #VFestival",0
ObjectId(5d132d485e753936bc474492),767472770972352513,@vfestival A follow back from you would be great :),0
ObjectId(5d132d4c5e753936bc474494),767464454577655808,Fans left furious after Justin Bieber causes outrage at #VFestival https://t.co/ZWEiQlKOhy https://t.co/k2xGd8X6jT,0
ObjectId(5d132d505e753936bc474496),767474120195993600,#VFestival everyone sounds terrible 🙉🙉🙉🙉 is it stage fright 😂😂😂😂 #VFestival2016,0
ObjectId(5d132d525e753936bc474498),767460292963991552,😉 #selfie #vfest2016 @ V Festival Chelmsford https://t.co/Q5VMlAu4b3,1
ObjectId(5d132d545e753936bc47449a),767396239726014464,@vfestival is not the same without @ollyofficial @RizzleKicks or @Scouting4Girls #pleasecomenextyear,1
ObjectId(5d132d595e753936bc47449c),767418764614897664,New photo of @LittleMix being interviewed by @ODE backstage at @vfestival https://t.co/lCH00bvkRi,0
ObjectId(5d132d5b5e753936bc47449d),767412497150275584,#HeadphoneDisco DJ set at @vfestival last night! Best night ever!! x #VFestival #V21st #Chelmsford https://t.co/NKzGahXQUJ,1
ObjectId(5d132d5f5e753936bc4744a0),767402920832823296,Wonder how late and how shit Rihanna will be at #VFestival tonight 😂 so glad I didn't waste my time watching her at #sziget,0
ObjectId(5d132d625e753936bc4744a1),767456664236752896,"#vfestival #v21st 

A
M
A
Z
I
N
G

@Sia was outstanding.",1
ObjectId(5d132d645e753936bc4744a2),767478756176953344,Watching @vfestival and wishing I was with @laurahadleyx an @amsblog #notjealousatall,0
ObjectId(5d132d665e753936bc4744a4),767480453523701760,Did you catch our hot couples at @vfestival this weekend? @MissGeorgiakx @tommy_mallet p_wicks01… https://t.co/f2YSNhgmzB,0
ObjectId(5d132d695e753936bc4744a6),767478934443331584,Why am I not @vfestival 😩,0
ObjectId(5d132d6b5e753936bc4744a8),767477493318246402,#VFestival #VWeston https://t.co/bf7LY1tAEZ,1
ObjectId(5d132d705e753936bc4744aa),767467672363737088,#Vfestival looks sooooo shit 💩 When did music become so bad?! #Whatshappened,0
ObjectId(5d132d725e753936bc4744ac),767393389348126721,Outfit for the V Festival @rihanna #vfest2016 #vfestival2016 #rihannanavy https://t.co/To2JY47wXr,1
ObjectId(5d132d795e753936bc4744ae),767391163292672000,Wish I could go to the #VFestival 😔 @justinbieber I hope you have another great performance❤❤ https://t.co/g8HvN9Kg9m,0
ObjectId(5d132d825e753936bc4744b1),767468858785619968,I'm jealous that I'm not in @LittleMix #VFestival #vfest.,0
ObjectId(5d132d895e753936bc4744b3),767453760113246208,#Vfest #Vfestival #V21st #glitter @ Vfestival Highlands Park Chelmsford https://t.co/oiW5pQHUBY,1
ObjectId(5d132d8e5e753936bc4744b6),767451467171172352,If you a) couldn't get to @vfestival or b) couldn't get enough of @JakeBugg's set... https://t.co/O3mlhqUduR https://t.co/Gm5n6CBILk,0
ObjectId(5d132d945e753936bc4744b7),767437869065596973,Can't believe @justinbieber is just down the road at @vfestival tonight ....,0
ObjectId(5d132d9c5e753936bc4744ba),767470163876806660,Little mix miming at V festival fucking embarrassing. Showing the world how poor most modern acts are #VFestival,0
ObjectId(5d132d9e5e753936bc4744bc),767466220480294912,Huge respect to my wife for picking to go see #sugarhillgang over #beiber at @vfestival,1
ObjectId(5d132da05e753936bc4744be),767442674383224837,Incredible crowd at @vfestival in Stafford today. Thank you all so much for jumping around in the rain with us https://t.co/xmCUN1BPSn,1
ObjectId(5d132da45e753936bc4744bf),767464328400371712,v festival #astonmerrygold #marvinhumes #love #loml #jls #vfestival #day1 https://t.co/gDZz7GoyuT,1
ObjectId(5d132da75e753936bc4744c1),767416251232751616,Little Mix performing today At VFest #LittleMixVFest https://t.co/4t2MYbfqMQ,0
ObjectId(5d132daa5e753936bc4744c2),767424272839180288,thanks to snapchat for letting me be at vfest really appreciate it everyone xxx,0
ObjectId(5d132dac5e753936bc4744c3),767466197034135552,is there a channel or a live stream for the #VFestival ?? @vfestival,0
ObjectId(5d132dae5e753936bc4744c5),766947776081096704,On the way to @vfestival 😝😝 playing on the V Street Stage at 5.15pm Today at Weston Park!!  x #VFestival #V21st https://t.co/XO6vSp0dpn,1
ObjectId(5d132db25e753936bc4744c6),767468331037327360,"Watching @LittleMix when they performed at vfest with my mam, they are amaaazinggg😻👯",0
ObjectId(5d132db35e753936bc4744c7),767389913172049920,Seeing everyone at vfest this year is making me so jealous 😭😭,0
ObjectId(5d132db55e753936bc4744c9),767413152401203200,🙌 @BigSean was AMAZING over on the MTV Stage earlier today 🎉💙 @vfestival #vfestival https://t.co/ewoV0ZrK00,0
ObjectId(5d132db75e753936bc4744cb),767386025681387520,Nice of Fran from @TravisBand to pay the crowd a visit. Great show! #VFestival https://t.co/O4KafxScdR,0
ObjectId(5d132dbb5e753936bc4744cd),767473081963143168,If @ConorMaynard played at @vfestival I reckon he would get the crowd jumping! Atmosphere is always so good with him🔥,1
ObjectId(5d132dbd5e753936bc4744ce),767428093644529664,Little mix at VFestival #LittleMixVFest https://t.co/iMee9tAkLi,0
ObjectId(5d132dbf5e753936bc4744cf),767383930093862912,Watching #rickastley performing at #V21st  and singing a mashup with  #wefoundlove is slightly surreal 🎤🎶,0
ObjectId(5d132dc15e753936bc4744d0),767441479761551360,Take me back to last night 😩 @rihanna #VFestival https://t.co/zQVCPTQthL,1
ObjectId(5d132dc35e753936bc4744d2),767390888653914112,📸 Dziewczyny dzisiaj na backstage'u #VFestival ❗️(21.08.16) https://t.co/EQoBacc5rp,0
ObjectId(5d132dc55e753936bc4744d4),767389291001643008,"Hey @vfestival keep your Bieber, your Rihanna, your Sia and David Guettas...@example is the only capable headliner for atmosphere!! #superb",0
ObjectId(5d132dc75e753936bc4744d6),767468925835771904,"JUSTIN IS PERFORMING ""hold tight"" AND THIS MEANS SEX. #VFestival  HIS MOVES&gt;&gt;&gt;&gt;&gt;",0
ObjectId(5d132dcd5e753936bc4744d9),767436330628440064,I am sooooo loving the @vfestival wish I was there 😩 next year I'm gonna try 😆😝😜 xx,0
ObjectId(5d132dd15e753936bc4744da),767427764114886656,"Ellie, Perrie`s cousin with @LucyAndLydia at @vfestival https://t.co/qs9wdhahJ8",0
ObjectId(5d132dd45e753936bc4744dc),767402177803481088,M6 Closure J10 - J10A. May have an impact on pick ups &amp; local roads around @VFestival #WesternPark. Follow signs not your sat-nav. #Plan,0
ObjectId(5d132ddb5e753936bc4744df),767410799732195328,Big Sean killed it #vfestival,0
ObjectId(5d132de35e753936bc4744e3),767475123033079813,I absolutely adore @alexander_olly I love how flamboyant and energetic he is all of the time 💜💙💚💛 #VFestival @channel5_tv,0
ObjectId(5d132de65e753936bc4744e4),767360372848353281,Travis are brilliant! #vhylands #travis,0
ObjectId(5d132dea5e753936bc4744e7),767452129736941568,#CBB now then to catch up #VFestival,0
ObjectId(5d132deb5e753936bc4744e8),767447765156818944,Traffic:  Two lanes closed on #M6 in Staffordshire due to car fire #VFestival https://t.co/OY1TJhQGFs https://t.co/Xs2FEK0rMO,0
ObjectId(5d132ded5e753936bc4744ea),767454707866533888,"Justin is on stage performing ""Mark My Words"" #VFestival",0
ObjectId(5d132df45e753936bc4744eb),767474863573434368,Thank you @vfestival what a great weekend of shows with @TomZanettiTZ @kokanedj see you again next year 👊🏾🙌🏾 https://t.co/2S6nR6r56r,1
ObjectId(5d132df65e753936bc4744ed),767460013971542016,"Justin is now performing ""I'll Show You"" #VFestival",0
ObjectId(5d132dfa5e753936bc4744ee),767382836680810496,@vfestival i need to stop making myself sick thinking about the fact im seeing @justinbieber in less than 5 hours,1
ObjectId(5d132dfd5e753936bc4744f0),767445249811709952,watching vfestival 2016,0
ObjectId(5d132e055e753936bc4744f4),767473360116736001,"RECAP: All the action from @vfestival ft. @zaralarsson, @justinbieber and @rickastley https://t.co/iii8FLexDT https://t.co/pV1lkTSlsu",0
ObjectId(5d132e095e753936bc4744f5),767436327990202368,Thank you for making my life @iamjojo my absolute Queen! I LOVE YOU #VFest https://t.co/qSOZQWMNBD,1
ObjectId(5d132e0e5e753936bc4744f6),767413890808442881,"Whoever is travelling to and/or from #VFestival today in Weston, be careful. There was a crash on the M6 so the traffic is clearly delayed",0
ObjectId(5d132e115e753936bc4744f7),767470242436112386,Watching @bastilledan at #VFestival makes me want tickets to see them again!,0
ObjectId(5d132e135e753936bc4744f9),767480092922613764,Only 5 followers off 400!! That's climbed quickly!! #999whatsyouremergency #Team999 #EOCmedshift #VFestival,0
ObjectId(5d132e195e753936bc4744fc),767468538894381056,#VFESTIVAL https://t.co/YId4tdmHVR,1
ObjectId(5d132e1b5e753936bc4744fe),767480269637087232,why aren't I singing in the crowd to Justin Bieber at @vfestival with @GazGShore 😩😩,0
ObjectId(5d132e1d5e753936bc4744ff),767384286496452608,"Aiut che belle alajakanakabak gli outfits di Leigh e Jade &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
#VFestival https://t.co/zIwQFK27ER",0
ObjectId(5d132e1e5e753936bc474501),767415871635656707,@TinieTempah was on fire last night 🔥 BEST act of the day by far!!! #VFestival #mtvstage #passout https://t.co/UM3dxnvIEo,1
ObjectId(5d132e215e753936bc474503),767439077494890498,Caught your @vfestival set on t'box in steamy Dubai @thesisterbliss... Quality x,0
ObjectId(5d132e235e753936bc474505),767393360365621249,Why does it always rain on me #vfestival https://t.co/V8zOo1BllZ,1
ObjectId(5d132e295e753936bc474509),767460868976218112,I'm waiting for Rihanna at #VFest and I am soooo upset that I have to go home tomorrow 😭😭😭,1
ObjectId(5d132e2e5e753936bc47450c),767473009670103041,My review so for of Bieber @vfestival stage production: awesome. Bieber himself - WHAT'S WITH ALL THE MIMING?!?!? 😒,1
ObjectId(5d132e305e753936bc47450e),767476531262140416,#VFestival night 2 https://t.co/V5Ri7qsd4F,0
ObjectId(5d132e325e753936bc474510),767395022933196800,The crowd goes crazy for Rick Astley has he breaks into 'Never Going to Give You Up' at @vfestival https://t.co/odysdfU5Qm,0
ObjectId(5d132e3d5e753936bc474515),767423301123792896,Been looking after this one for the weekend while @MikkiMo is at#vfest #westonpark https://t.co/RPQWMkMNoB,0
ObjectId(5d132e415e753936bc474516),767465072230739969,"Justin Bieber is currently performing ""Love Yourself"" at the #VFest in Staffordshire, United Kingdom.",0
ObjectId(5d132e445e753936bc474517),767415821052280833,All I'm buzzing for right now is seeing Rihanna on everyone's snap stories at vfest,0
ObjectId(5d132e465e753936bc474519),767409634026123264,@faithless absolutely amazing @vfestival last night. Best of the day by far https://t.co/TOxTzSdw5k,1
ObjectId(5d132e4b5e753936bc47451b),767456604363034624,Justin's turning #VFestival into Purpose Tour again 🔥,0
ObjectId(5d132e525e753936bc47451d),767474729523482625,#VFestival #JustinBieber 👬 https://t.co/T6UFcW2DRC,1
ObjectId(5d132e555e753936bc47451e),767413391707308032,Bad dreams. #Vfestival https://t.co/IZRxOTSwQp,1
ObjectId(5d132e575e753936bc474520),767467414137298949,Watching some #VFestival before #sleep #VFestival2016,0
ObjectId(5d132e5e5e753936bc474524),767478838481809408,"Justin is currently performing ""Sorry"" at #VFestival in Staffordshire, United Kingdom",0
ObjectId(5d132e605e753936bc474526),767425335604441088,Wish I was at Vfest 😩😩,0
ObjectId(5d132e645e753936bc474528),767467405027278848,Mixers tune into @channel5_tv now to see @LittleMix FULL @vfestival performance!! #LittleMixVFest,0
ObjectId(5d132e665e753936bc474529),767451299625435141,Thanks for coming and chatting to us before your amazing @vfestival set @davidguetta 🙌🎉💜 #vfestival https://t.co/OsokDwUJKy,0
ObjectId(5d132e705e753936bc47452b),767475492320608261,Justin is talking to the crowd about the Purpose Tour merch and asked if people had got it yet. #VFestival,0
ObjectId(5d132e745e753936bc47452d),767452546776571904,Leigh-Anne Pinnock performing at #VFestival https://t.co/TyLB0oF2wM,0
ObjectId(5d132e865e753936bc474532),767427461571371010,"Ugh, I wish I was at #VFest 😕",0
ObjectId(5d132e895e753936bc474534),767437811188457473,"Moving on from stage 2 to cover again at the main stage, will be getting busy now - hopefully everyone stays safe. #VFestival",1
ObjectId(5d132e8b5e753936bc474536),767479794124656640,#VFest @iamfoxes Looks So Good On The Highlight Show 😍😍,0
ObjectId(5d132e8f5e753936bc474539),767473077349482496,Little Mix performing at VFestival Today #LittleMixVFest https://t.co/8jmuXDesDZ,0
ObjectId(5d132e905e753936bc47453a),767459534671532034,Justin is now performing I'll Show You #VFestival,0
ObjectId(5d132e925e753936bc47453b),767424609100627968,"@SHRstyling I saw you at @vfestival yesterday, loved your mermaid inspired look! Hope you had fun! 💙",0
ObjectId(5d132e955e753936bc47453d),767468425459462144,"These just in of @TinieTempah at @vfestival by @JRicketts_Star 
#VFestival https://t.co/rNgy7YDDnu",0
ObjectId(5d132e975e753936bc47453f),767466680075165697,Photo of Justin performing tonight! #VFestival (August 21) https://t.co/LD8UiuBQlu,0
ObjectId(5d132e995e753936bc474542),767458353668845569,Justin's talking on Capital! #VFestival https://t.co/iHIZsji4T2,0
ObjectId(5d132e9f5e753936bc474545),767476113488678912,@GazGShore loving ur snapchats of jb at vfest ...next career move with ur singing 😂💃🎶#VFestival,0
ObjectId(5d132ea15e753936bc474546),767441344885325824,"Sometimes I get a day off... VFest yday ✌🏼️ 
#videographer #photographer #cinematography… https://t.co/8xL6sVLRFk",1
ObjectId(5d132ea75e753936bc474548),767417841603735556,Saw my idol @margaretslie perform at @vfestival yesterday. It was magical! I reckon you can see… https://t.co/nsZgwxn4ID,1
