_id,id,text,label,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e21),1.12E+18,"As we all know from waking up at 3:00 AM from tornado warnings... it is that time of year! 
You &amp; your family, with a backup generator, will be prepared for any storm! Call (800) 836-3987 and we can install your generator with perfection.  
#solar #gosolar #backupgenerator https://t.co/ILB8G1ACwp",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e23),1.12E+18,"@TheTowelBoy @OilersAlbMom We (actually the 5 year old does) organize ours relatively often. It's a damn mystery as to just how fast it all goes to Hell. 😂😂 
It's all stacked in there perfect for days and then a mini tornado goes thru the damn cupboard ",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e25),1.12E+18,"This tornado shit is so sad, so glad I can help clean up and make it a little easier on families.🙏🏼",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e27),1.12E+18,"Bobby Darnell, after 20yrs in the military traveling all over the world built his dream home back where he and his family grew up, in Franklin, Tx.  An EF3 tornado destroyed it Saturday morning. Meterologist Tevin Wooten describes Mr.Darnell’s perspective live on TWC on AMHQ. https://t.co/7U9Szi5E5J",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e29),1.12E+18,"Storm Survey Update: Damage that was surveyed in Marion County was determined to be caused by an EF-1 tornado that occurred Saturday night near County Road 13.
Teams are also surveying areas of possible damage in Hale, Perry, and Tuscaloosa County.",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e2b),1.12E+18,"@amelia_draper @TenaciousTopper When the La Plata Tornado (2002) came through many years ago, I was in a commercial praising @TenaciousTopper because he was the only one with continual coverage of that event! Very memorable! Keep it up! You still know wha",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e2d),1.12E+18,Meteorologists interrupts golf for 'tornado warning'. Immediately receives death threats https://t.co/RKSzAHGK1l,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e2f),1.12E+18,"@finkn23 I don't know what will happen, but I like everything I've seen and heard from him. Unfortunately he will probably get caught up in the democratic tornado and get pushed out by Bernie.",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e30),1.12E+18,"@RAF_Cosford @48_enever @RoyalAirForce If I remember rightly it was right in the middle of the hangar in between the Tornado &amp; the ""let's pretend"" Bombdump",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e31),1.12E+18,A tornado flew around my room,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e32),1.12E+18,"@clarionledger This simply isn’t true. My friends and I were there, no one said anything about leaving until after the tornado was confirmed. At the end of the day they kicked patrons out during a confirmed tornado with no concern for their safety. #survi",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e33),1.12E+18,"#TeenDrivingTip - If you see a tornado coming your way, find shelter as fast as you can. If that’s not possible, get out of the car and find a ditch to take cover in, protecting your head and neck.",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e34),1.12E+18,@cameronisthelaw @LouisXXIV “And a tornado”💀💀 why they throw it in there like that lmao,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e35),1.12E+18,@confessions_cup @RoadtripC @hmgivingsoul @TheAngelOrsini @linds4fins @JackConnie @Cbp8Cindy @suziday123 @Jay_Rombach @jillianne_gray @joneill55 @jflorez @magee333 @FionaMorgan79 @Starofthesea007 @chernorris @CattMcCreary @RevFranklinBigM @DivaVinophile @,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e36),1.12E+18,Simpsonville Storm Classified As Tornado. https://t.co/0oMAXwE5bL,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e37),1.12E+18,"More details from @NWSCLE, the city of @growshelby and the @ShelbyOHPD help piece together the entire story of Sunday's tornado in #Shelby: #rstoday #ShelbyOH #tornado https://t.co/Y4bXWkCL9f",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e38),1.12E+18,"@Snaljapen Ett axplock utan inbördes ordning...
Iron Maiden - Infinite Dreams
Iron Maiden - Where Eagles Dare
Nevermore - Sentient 6
Judas Priest - Beyond The Realms Of Death
Black Sabbath - Snowblind
Megadeth - Tornado Of Souls
Megadeth - Hangar 18
Gamma",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e3a),1.12E+18,Man Has To Outrace Tornado On His Tail https://t.co/W1oI5vBAIk,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e3c),1.12E+18,LOCAL NEWS: EF-2 Tornado Confirmed to Have Invaded Shelby https://t.co/eRooRkEEYr https://t.co/eRooRkEEYr,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e3e),1.12E+18,NEW: Delaware was hit by strongest tornado since 2004 early Monday morning: https://t.co/jIv0pWVh6i,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e41),1.12E+18,"@SeruniPuspaAlam @jokowi @psi_id Cakeeeppppp 👍👍
#01TheChampion",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e43),1.12E+18,"At 7:53 PM EDT, 6 N Rouseville [Venango Co, PA] NWS STORM SURVEY reports TORNADO. A BRIEF, WEAK TORNADO OCCURRED ALONG PIONEER RD AND SHREVE RD. DAMAGE WAS LIMITED TO SNAPPING OF LARGE BRANCHES FROM MATURE HARDWOOD TREES. A FEW YOUNGER HARDWOOD TREE T... https://t.co/u04nXSnIjz",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e45),1.12E+18,"At 7:43 PM EDT, 2 NNW Sugarcreek [Venango Co, PA] NWS STORM SURVEY reports TORNADO. A BRIEF EF0 TORNADO WAS DOCUMENTED FROM ALONG BOWMAN RD TO ALONG BAKER RD. A CONCENTRATED SWATH OF TREE DAMAGE WAS IDENTIFIED ALONG ITS PATH, WITH CONSIDERABLE SNAPPIN... https://t.co/OrNLME2sZn",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e47),1.12E+18,"Just In Time For Tornado Season, &lt;em&gt;Twister&lt;/em&gt; Ram Recreation Sells https://t.co/GcX0mWHfBt",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e4a),1.12E+18,@RichLong18 @clarionledger A herniated disc resulting from ejection into tornado could be very lucrative #ForThePeople,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e4c),1.12E+18,@Tornado_Fabian Counting down the days until me and the other account get into a heated argument...,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e4e),1.12E+18,"Highest probability for severe storms will be west and along the AL/GA border. Timing and lack of instability may save us from full potential, yet again. We still expect a line of strong storms capable of damaging wind gusts and an isolated tornado Thurs night/Fri AM. #gawx https://t.co/1Aq2K8mX06",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e50),1.12E+18,"This is your night, Alto. We're happy to make our home your home for tonight's game against Douglass!

Want to help aid Alto as it recovers from the tornado? Check out the graphic for a full list of items that are needed &amp; the drop-off point for tonight's donations. #AxeEm https://t.co/y5QJxbN1cX",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e52),1.12E+18,"Visiting All Out Graphics in Waller this morning as they print 3,000 T-shirts that will be sold tonight at Franklin High School to benefit everyone affected by the tornado. https://t.co/UUepFyFez5",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e54),1.12E+18,More days of severe storms aim for places still recovering from tornadoes @CNN https://t.co/eWILGzr5EW,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e59),1.12E+18,"@draculavoice This man just heard someone mention No Doubt in a conversation about ska and is about to turn into a tornado of gnashing teeth, fists, and elbows.",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e5d),1.12E+18,"Wow! I know it was exciting, but it would be less exciting during a tornado. https://t.co/LlX25mlP7c",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e5f),1.12E+18,Everyone keep an eye on the sky tomorrow evening for central Oklahoma mainly after 5pm. Threats are baseball size hail and 60-80 MPH winds. Tornado threat is LOW. https://t.co/FbNxOyRKcK,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e61),1.12E+18,STORM SURVEY OF FRANKLIN TORNADO: The National Weather Service looked at the damage and determined an EF 3 tornado hit the city of Franklin. Estimated winds of 140mph. It stayed on the ground for 32 miles and was... https://t.co/1Yprkv3LAh,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e63),1.12E+18,@confessions_cup @RoadtripC @hmgivingsoul @TheAngelOrsini @linds4fins @JackConnie @Cbp8Cindy @suziday123 @Jay_Rombach @jillianne_gray @joneill55 @jflorez @magee333 @FionaMorgan79 @Starofthesea007 @chernorris @CattMcCreary @RevFranklinBigM @DivaVinophile @,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e66),1.12E+18,"A year ago I was covering the aftermath of a tornado that ripped through three Central Virginia localities. 

What a day. https://t.co/fRtJSBSjTY",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e68),1.12E+18,"I just said “I’m sorry but I’m safe and back in my office!�?in a voicemail to someone checking where I was during a tornado drill. It was only a drill. Of course I’m safe. Honestly, why am I allowed to leave messages?",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e6a),1.12E+18,nothing bothers me as much as hearing people chew with their mouths open like everyone wants to see the damn tornado of food inside their mouth. *barfs,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e6c),1.12E+18,"Ella Dorsey, a meteorologist for Atlanta's CBS 46, says she received death threats after interrupting the network's coverage of the Masters to issue a tornado warning. https://t.co/5X6Bdx2l8Y",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e6e),1.12E+18,"I don't care about anything in this tweet other than the fact he said"" skip would've sent out an alert like a tornado warning @ 1:18am"" lol https://t.co/8Hnou8kbin",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e70),1.12E+18,"... Batten the hatches ... Team Moose tornado rolling thru' ... Picture by me Timothy James Byrne in my rented flat 2, 42 Amersham Hill, High Wycombe, Buckinghamshire, England, HP13 6PQ today on the 16 April 2019 ... 🏒  Location of my rented flat in tab:
https://t.co/3HwHZ3zD8o https://t.co/xSiv3XWMTu",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e72),1.12E+18,Kentucky y'all! Shame!! Man says employer refused to let him take shelter at work as destructive tornado bore down https://t.co/lgGfH8DIb4,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e74),1.12E+18,"The National Weather Service has confirmed that an EF-2 tornado with winds up 130 MPH touched down in Warren County, PA on Sunday. https://t.co/0bkBfq2Lyz https://t.co/haX642ZEXB",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e77),1.12E+18,Looks like a tornado just hit here https://t.co/NJCPoGefkR,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e79),1.12E+18,Mobile homes that flipped in Troy tornado may not have been anchored down properly https://t.co/q6W6RsoJWx,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e7b),1.12E+18,"There will be 3 different areas of storms tomorrow.  The ones we will talk about is just for our area only. Our main threat for tomorrow will be large hail and high winds
Tornado threat for us is very low. Time... https://t.co/O7KbF5vv4q",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e7d),1.12E+18,UPDATE| NWS storm survey confirms EF-1 tornado in Benton https://t.co/DIRRAW2SNx,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e7f),1.12E+18,"On this day in 1998, an F4 tornado struck Manila (Mississippi County) in the early morning hours. Two people were killed, with 12 injured. There were three other tornadoes in Arkansas that morning, as well as many reports of hail and some wind damage. cc: @NWSMemphis #wxhistory https://t.co/1DXGJ1bLPo",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e81),1.12E+18,@ryanvaughan I follow a lot of meteorologists on twitter because I’m a weather geek. I have to say.....the number of people hating on the break ins during life threatening weather is insane. Get your priorities straight folks. If you’ve ever lived through,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e84),1.12E+18,#beautifulsunset burrard Bridge https://t.co/zlNxVYXiqh,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e86),1.12E+18,More severe storms aim this week for places still recovering from tornadoes https://t.co/fesBqa60wX https://t.co/fri00sdvfb,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e88),1.12E+18,More severe storms aim this week for places still recovering from tornadoes https://t.co/2jPIjwfOIU https://t.co/mwxtgnujGq,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e8a),1.12E+18,More severe storms aim this week for places still recovering from tornadoes https://t.co/2bhsRamalg,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e8c),1.12E+18,"@jwscdj_40 @dydee20 @LolaC92703564 And third, it is magnificently egocentric to assume that the sole purpose an entire group of people exists is to destroy your civilization. You're one of those people that thinks there's a tornado because God is mad at s",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e8f),1.12E+18,Meteorologist responds to death threats she received for warning people about tornadoes during the Masters https://t.co/RKSzAHGK1l,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e91),1.12E+18,"@kellyscott_wx Wow, so there's some statistical data that backs up the hunch. Cool.  Very interesting.  Let's hope we can avoid any tornado type stuff this round.",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e93),1.12E+18,Campus flooding and minimal damage ensue after tornado in Starkville https://t.co/1qBUEba6EP,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e95),1.12E+18,"Today Mark's 8 years since I experienced my first tornado outbreak in Nc. The Sanford-Raleigh EF-3 just missed our house by a mile as it passed thru holly Springs , Nc #Ncwx @NWSRaleigh https://t.co/k8r9EVOYnC",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e97),1.12E+18,"Death threats over tornado coverage during Masters: While the final round of the Masters took place on Sunday, CBS 46 in Atlanta had to interrupt the national coverage of the golf tournament in order to warn the public about tornado threats. Ella Dorsey,�?https://t.co/BXBMz67p6L",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e99),1.12E+18,This tornado from Saturday ended up being on the ground for almost 18 miles and was ~0.7 miles wide at one point. Too bad it was never really visible through the rain https://t.co/hbXTxsJ9YT,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843e9d),1.12E+18,I am sad to report that the specially marked 9 squadron Tornado will be scrapped,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fb5e75393870843ea1),1.12E+18,Look at that sexy hodograph for tomorrow in S OK. Looks like a tornado in the  1-4km ag layer https://t.co/Ius07m8hdM,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844146),1.12E+18,Ringkampf wins against Joe Coffey and Joseph Conners in a Tornado Tag Team match,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084414a),1.12E+18,"She cut into the Masters for tornado updates �?and got death threats, meteorologist says
https://t.co/n35grQCfey",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084414d),1.12E+18,"A tornado receives an innovative burp, in this NAACP Image Award-nominated work. (☆☆)",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844150),1.12E+18,@LauraKatePalmer @KAliceCompeau Sharknado is GENIOUS . shark + tornado - you know exactly what you're getting,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844153),1.12E+18,"Tough trip ever for me. Okefenokee National Wildlife Refuge, paddling through a tornado warning with a lot of heavy gear. https://t.co/3kJsBJ0i3k",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844156),1.12E+18,Starkville Police release a 911 call concerning fight between security personnel and people seeking shelter from a tornado. https://t.co/CwlWbGhRea,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844159),1.12E+18,Weather Woman Responds To Death Threats She Received For Interrupting Masters Coverage With Tornado Warning https://t.co/eev75J2RDV,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084415d),1.12E+18,"Scattered showers and thunderstorms will be likely tomorrow, especially in the afternoon and evening. Some storms may produce large hail and strong winds. Tornado risk is very low, but not zero. https://t.co/gb0jWptlFD",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844161),1.12E+18,"Scattered showers and thunderstorms will be likely tomorrow, especially in the afternoon and evening. Some storms may produce large hail and strong winds. Tornado risk is very low, but not zero.

#iawx https://t.co/2PPNzpPP9P",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844165),1.12E+18,"T-STORM OUTLOOK for our Tuesday... See Radar maps and zoom in at    https://t.co/HNLPnbqhEd    
#wx #news #weather #storm  #hail #windy  #tornado #south #gulf #southeast #large #tracks #
 love #damage #Tuesday https://t.co/6IWQUHQBAN",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844168),1.12E+18,"That's the March 29, 2000 Fort Worth tornado event in the supercell analog from the GFS model for tomorrow's event. https://t.co/Rf4ymarJzQ",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084416b),1.12E+18,"This is our neighbor. Please consider donating…she lost everything but, thankfully, sustained only minor injuries https://t.co/ymn2zen5Yx",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844170),1.12E+18,@BroBible I bet they wouldn't be threatening her life if a tornado ripped their home off the foundation.,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844173),1.12E+18,"People in this country r freaking morons and reek of stupidity! #TornadoWarning r more important than #Masters or #golf..
https://t.co/QPPNQ9FGkZ",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844176),1.12E+18,"National Weather Service confirms EF-2 tornado hit #Delaware

https://t.co/1Con4pn3wI",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844179),1.12E+18,"The ""WTF"" price comparison today. Harrows Tornado darts at a popular US dart shop for  💲1�?�?�?or you can buy the SAME EXACT dart from a popular UK dart shop for $8�?⃣usd BEFORE the discount code. There is something wrong with this. Do US dart shops hate their players? 🤔 https://t.co/Zx5fAMOT76",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084417c),1.12E+18,@Kattavernd More severe storms aim this week for places still recovering from tornadoes Anot  https://t.co/azccZ8q1SE,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084417f),1.12E+18,@Kattavernd More severe storms aim this week for places still recovering from tornadoes Anot  https://t.co/Ib5nWzUxBH,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844182),1.12E+18,Magic band is really awesome!!! The whole concert sounds amazing!! The drummer during tornado spiral went off!!! https://t.co/kInT1EKS9D,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844185),1.12E+18,A series of tornadoes with wind speeds up to 160 mph ravaged the Alto area on Saturday. https://t.co/gOo9FRKVNA,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844189),1.12E+18,@anni_scovill They had to postpone the state-wise tornado drill last Thursday because of a blizzard 🥶,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084418d),1.12E+18,Wow. This tornado was worse than I thought. I know the wind was ferocious so guess the phone alerts were well founded. https://t.co/gX0xxJvB2y,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844190),1.12E+18,Debunking A Dangerous Myth About Tornado Sirens - They Shouldn't Warn You Inside via @forbes https://t.co/MqZvCHJR8r https://t.co/TIZ1CsDly5,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e75393870844194),1.12E+18,"Shortly, I’ll be posting my risk area for tomorrow’s severe weather which will include potential for massive hail producing supercells with isolated #tornado threat including along/west of I35 corridor DFW up to OKC. Stay tuned. accuweather

�?Reed Timmer (ReedTimmerAccu) Ap�?
ObjectId(5cb6f7fd5e75393870844198),1118169251175653376,""Everything is gone. Everything."""" https://t.co/xtUIYLi7a5""",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084419b),1.12E+18,@RaleighWx 8 years ago today - my wife and I lived in Raleigh and got married on the Outer Banks. Everyone at the reception was nervous about driving home. We had a tornado pass a couple miles from the beach house later that night. Memorable wedding day t,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e7539387084419e),1.12E+18,The fire department said Delmarva Power had nearly 50 crew members working around the clock to restore power. https://t.co/7E7nH7S3Xu,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441a0),1.12E+18,Crews out here Tuesday still in Alder Park neighborhood of @DiscoverSville cleaning up storm damage from tornado that touched down Sunday night https://t.co/NIT6RZlEPs,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441a3),1.12E+18,"@vmahale Is the 1975 Canton, Illinois tornado &amp; downburst event mentioned in the book?",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441a6),1.12E+18,@TongGiselle @gabriellee__s She bought 2 new tornado mops https://t.co/ptAmCWcBVq,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441a9),1.12E+18,@Talkmaster A phobia of tornadoes is when one is not coming your way but you are actively afraid.  Being scared of a tornado is when one is outside your door and you're not stupid.,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441ac),1.12E+18,"#severeweather possible on Wednesday in #oklahoma 
Here's what I'm thinking for the timeline
https://t.co/liyF7QRO4X

#okwx https://t.co/hlcjKvu26c",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441af),1.12E+18,WATCH: Tornado Forms Behind Car https://t.co/LNGW3ooQ6o,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441b1),1.12E+18,Weather Woman Responds To Death Threats She Received For Interrupting Masters Coverage With Tornado Warning https://t.co/ilEmwAidJr,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441b3),1.12E+18,Tornado Highlights Alabama’s History of Loose Mobile-Home Codes https://t.co/EhzBWzCymD https://t.co/a4UVeBSX3N,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441b5),1.12E+18,Did you know Delaware averages about 1 tornado every year? And that this one landed on the first day of the first time the state set aside a Severe Weather Preparedness Week? Story by @JessicaJBies via @delawareonline #netde https://t.co/OkfIlZJF63,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441b7),1.12E+18,@WoJCC flashback ibra coming for that el tornado cross vs my defenders,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441b9),1.12E+18,"What does a pathetic shit do when a national disaster occurs? When a tornado happens? When famine happens? When a bad economy happens? 
Blame it on the inmigrants of course! https://t.co/bi5Nh4AN7N",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441bb),1.12E+18,The cleanup process is making great strides after a tornado hit Columbus earlier this year. &gt;&gt; https://t.co/QcdIknoCQ7 | #wtva9news https://t.co/gzBMhV7dGc,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441bd),1.12E+18,"The April 13-14 tornado outbreak looks to have produced at least 50 tornadoes. With surveys still ongoing, so far 2 EF3s confirmed, along with 3 deaths. Final outbreak map(s) to come later this week from @ustornadoes https://t.co/iQhbs0OQR8",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441bf),1.12E+18,if I could just go one night without dreaming about a tornado,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441c1),1.12E+18,"Eight years ago today, a well forecast, recording breaking tornado outbreak occurred across central NC during the afternoon of 16 April, 2011. For additional info click on the link below. 
https://t.co/TQk41fhGIP",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441c3),1.12E+18,"#TuesdayTip : In southern states, peak #tornado occurrence is in #March through #May, while peak months in northern states are in the summer.  https://t.co/apgbLUdRKv https://t.co/4uWcIQyJFJ",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441c5),1.12E+18,See some of the devastation that 160 mph winds can produce. https://t.co/VdFa2C5rwI,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441c7),1.12E+18,"Whenever I eat, smoke, and drink coffee I'm a tornado of producutivy in the morning. However if I don't eat but do the other two, I'm reduced to a hazy vibrating mass.

Guess which one I did today.",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441c9),1.12E+18,"The weather channel is always on the tv by my desk and it is so unbelievably stressful. The current headline is ""weekend tornado outbreak confirmed."" Excuse me???",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441cb),1.12E+18,"Survived a tornado in my dreams last night, so there’s that.",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441cd),1.12E+18,"@SMartin404 Tornado warning that can and will save my life will always take priority, PERIOD!!  Surely you care about your life more than some sport... #SortOutYourPriorities",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441d0),1.12E+18,"A friendly reminder from @fema - If you're under a tornado warning, seek shelter right away. A sturdy building with a small, interior, windowless room. Lowest level, basement best.
Watch- possibility that a tornado may develop in the area
Warning - tornado(s) have been sighted https://t.co/NSGyClvvjG",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441d2),1.12E+18,Man says employer refused to let him take shelter at work as destructive tornado bore down https://t.co/3GLN37jOel,,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441d5),1.12E+18,"@CapeTownTrains What is the issue on the Southern line, we left Cape Town at 16:15 and we standing between Rondebosch and Newlands for a long time now. What is going on?",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441d7),1.12E+18,"@its_H_again Lol that's some Alabama stuff ""let me see the tornado "" https://t.co/RDWSV2dnaK",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441d9),1.12E+18,"@highflywestguy Basically imagine a big anthro dragon that twirls like a cyclone and is basically a tornado.  

Actually, it would be more destructive than an ordinary tornado because a giant dragon would be twisting inside of it, smashing buildings and w",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441db),1.12E+18,"Our chances of a Tornado Outbreak went up to a 5 #weather2019 @ Garland, Texas https://t.co/jIf9ciqAFl",,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7fd5e753938708441dd),1.12E+18,"@DylanBuckingham @ToddOnFranchise hearing chasers scream “mike!�?Or “david!�?While mike or david is talking, condescending instructions on what to do in the event of a tornado and weather dongs.",,,,,,,,,,,,,,,,,,,
